Origin,Origin_longitude,Origin_latitude,Destination,Destination_longitude,Destination_latitude,Route,Distance_Lable,Distance_meters,Duration_minutes,Duration_min_minutes,Duration_max_minutes,Timestamp,Collected Date,Time,
Durgam Cheruvu Metro,17.442771,78.3875143,Bio Diversity Junction,17.429071,78.3764762,Hitech City Main Rd,3.4 km,3406,8,6,12,1663574400,19-09-2022,8 to 10am,
Durgam Cheruvu Metro,17.442771,78.3875143,Bio Diversity Junction,17.429071,78.3764762,Hitech City Rd and Hitech City Main Rd,4.1 km,4145,8,6,12,1663574400,19-09-2022,8 to 10am,
Hi-Tech City MMTS,17.4698751,78.3851087,Bio Diversity Junction,17.429071,78.3764762,Kukatpally Housing Board - Hitech City Rd,7.0 km,6966,14,12,18,1663574400,19-09-2022,8 to 10am,
Hi-Tech city Cyber tower,17.4507092,78.3813335,Bio Diversity Junction,17.429071,78.3764762,Hitech City Main Rd,3.4 km,3431,7,6,10,1663574400,19-09-2022,8 to 10am,
Hi-Tech city Cyber tower,17.4507092,78.3813335,Bio Diversity Junction,17.429071,78.3764762,Huda Techno Enclave Rd and Hitech City Main Rd,4.6 km,4557,12,9,18,1663574400,19-09-2022,8 to 10am,
Hi-Tech city Cyber tower,17.4507092,78.3813335,Jubilee Hills Checkpost,17.430084,78.422997,Hitech City Rd and Road Number 10,7.2 km,7155,18,12,28,1663574400,19-09-2022,8 to 10am,
Hi-Tech city Cyber tower,17.4507092,78.3813335,Jubilee Hills Checkpost,17.430084,78.422997,Road Number 10,8.0 km,8036,18,14,26,1663574400,19-09-2022,8 to 10am,
Hi-Tech city Cyber tower,17.4507092,78.3813335,Jubilee Hills Checkpost,17.430084,78.422997,Durgam Cheruvu Cable Bridge,8.8 km,8828,20,14,26,1663574400,19-09-2022,8 to 10am,
Hi-Tech city Cyber tower,17.4507092,78.3813335,Forum Sujana Mall,17.4840645,78.3890165,Kukatpally Housing Board - Hitech City Rd,4.5 km,4472,10,8,14,1663574400,19-09-2022,8 to 10am,
Hi-Tech city Cyber tower,17.4507092,78.3813335,Kothaguda X Road,17.45842,78.366142,Hitech City Rd,2.5 km,2496,8,6,12,1663574400,19-09-2022,8 to 10am,
Mind Space Junction Bus Stop,17.4392033,78.377243,Durgam Cheruvu Metro,17.442771,78.3875143,Inorbit Mall Rd,3.1 km,3106,8,6,12,1663574400,19-09-2022,8 to 10am,
Mind Space Junction Bus Stop,17.4392033,78.377243,Durgam Cheruvu Metro,17.442771,78.3875143,Hitech City Main Rd and Hitech City Rd,3.4 km,3435,9,6,16,1663574400,19-09-2022,8 to 10am,
Mind Space Junction Bus Stop,17.4392033,78.377243,Durgam Cheruvu Metro,17.442771,78.3875143,Vittal Rao Nagar Rd,3.1 km,3110,10,7,16,1663574400,19-09-2022,8 to 10am,
Mind Space Junction Bus Stop,17.4392033,78.377243,Decathlon Gachibowli,17.4462514,78.3637803,Mindspace Rd,1.9 km,1880,5,4,7,1663574400,19-09-2022,8 to 10am,
Waverock Bus Station,17.418422,78.343454,Gopanapalli Thanda,17.4474009,78.3054143,Rd Number 2 and Wipro Circle Rd,5.3 km,5265,12,8,18,1663574400,19-09-2022,8 to 10am,
Waverock Bus Station,17.418422,78.343454,Kokapet Toll Plaza,17.4071788,78.3302563,Rd Number 2 and ISB Rd,2.5 km,2548,6,4,9,1663574400,19-09-2022,8 to 10am,
Waverock Bus Station,17.418422,78.343454,Kokapet Toll Plaza,17.4071788,78.3302563,Rd Number 1 and ISB Rd,2.5 km,2538,5,4,8,1663574400,19-09-2022,8 to 10am,
Waverock Bus Station,17.418422,78.343454,Kokapet Toll Plaza,17.4071788,78.3302563,Myscape Rd,3.0 km,3034,9,7,12,1663574400,19-09-2022,8 to 10am,
Waverock Bus Station,17.418422,78.343454,DLF Cyber City,17.4477696,78.35396,ISB Rd,5.9 km,5899,18,12,26,1663574400,19-09-2022,8 to 10am,
Waverock Bus Station,17.418422,78.343454,DLF Cyber City,17.4477696,78.35396,Nehru Outer Ring Rd,7.6 km,7605,18,14,28,1663574400,19-09-2022,8 to 10am,
Waverock Bus Station,17.418422,78.343454,DLF Cyber City,17.4477696,78.35396,Nehru Outer Ring Rd and Gachibowli - Miyapur Rd,7.3 km,7289,18,14,26,1663574400,19-09-2022,8 to 10am,
Raidurg Metro ,17.4420795,78.3771351,Bio Diversity Junction,17.429071,78.3764762,Hitech City Main Rd,2.1 km,2066,4,3,6,1663574400,19-09-2022,8 to 10am,
Raidurg Metro ,17.4420795,78.3771351,Kothaguda X Road,17.45842,78.366142,Hitech City Main Rd and Hitech City Rd,3.1 km,3087,7,5,12,1663574400,19-09-2022,8 to 10am,
Raidurg Metro ,17.4420795,78.3771351,Kothaguda X Road,17.45842,78.366142,Hitech City Rd,3.2 km,3152,8,5,12,1663574400,19-09-2022,8 to 10am,
Raidurg Metro ,17.4420795,78.3771351,Hi-Tech city Cyber tower,17.4507092,78.3813335,Hitech City Main Rd,1.7 km,1685,5,4,7,1663574400,19-09-2022,8 to 10am,
Raidurg Metro ,17.4420795,78.3771351,"DLF Rd, Gachibowli - Miyapur Rd",17.4477193,78.3634998,Mindspace Rd,3.2 km,3179,9,6,14,1663574400,19-09-2022,8 to 10am,
Raidurg Metro ,17.4420795,78.3771351,"DLF Rd, Gachibowli - Miyapur Rd",17.4477193,78.3634998,Hitech City Main Rd and Gachibowli Rd/Old Mumbai Hwy,4.7 km,4658,12,8,16,1663574400,19-09-2022,8 to 10am,
Raidurg Metro ,17.4420795,78.3771351,"DLF Rd, Gachibowli - Miyapur Rd",17.4477193,78.3634998,Gachibowli - Miyapur Rd,4.2 km,4200,12,8,18,1663574400,19-09-2022,8 to 10am,
Raidurg Metro ,17.4420795,78.3771351,Waverock Bus Station,17.418422,78.343454,ISB Rd,8.9 km,8929,18,14,26,1663574400,19-09-2022,8 to 10am,
Raidurg Metro ,17.4420795,78.3771351,Waverock Bus Station,17.418422,78.343454,Narsing Nanakramguda Service Rd,10.9 km,10887,20,16,26,1663574400,19-09-2022,8 to 10am,
Raidurg Metro ,17.4420795,78.3771351,Waverock Bus Station,17.418422,78.343454,Nehru Outer Ring Rd and Narsing Nanakramguda Service Rd,11.1 km,11129,22,16,30,1663574400,19-09-2022,8 to 10am,
Durgam Cheruvu Metro,17.442771,78.3875143,Bio Diversity Junction,17.429071,78.3764762,Hitech City Main Rd,3.4 km,3406,8,6,12,1663574400,19-09-2022,8 to 10am,
Durgam Cheruvu Metro,17.442771,78.3875143,Bio Diversity Junction,17.429071,78.3764762,Hitech City Rd and Hitech City Main Rd,4.1 km,4145,8,6,12,1663574400,19-09-2022,8 to 10am,
Uppal Metro Station,17.4000909,78.5601753,"NSL Arena Tower-1,Uppal",17.4024933,78.5464526,NH163,1.7 km,1731,5,4,6,1663574400,19-09-2022,8 to 10am,
Bio Diversity Junction,17.429071,78.3764762,Durgam Cheruvu Metro,17.442771,78.3875143,Durgam Cheruvu Rd/Inorbit Mall Rd,4.6 km,4550,16,10,24,1663610400,19-09-2022,5 to 7pm,
Bio Diversity Junction,17.429071,78.3764762,Durgam Cheruvu Metro,17.442771,78.3875143,Vittal Rao Nagar Rd,4.6 km,4554,16,12,26,1663610400,19-09-2022,5 to 7pm,
Bio Diversity Junction,17.429071,78.3764762,Durgam Cheruvu Metro,17.442771,78.3875143,Old Mumbai Hwy,6.7 km,6740,18,14,26,1663610400,19-09-2022,5 to 7pm,
Bio Diversity Junction,17.429071,78.3764762,Hi-Tech City MMTS,17.4698751,78.3851087,Kukatpally Housing Board - Hitech City Rd,8.4 km,8402,28,22,40,1663610400,19-09-2022,5 to 7pm,
Bio Diversity Junction,17.429071,78.3764762,Hi-Tech City MMTS,17.4698751,78.3851087,Durgam Cheruvu Rd/Inorbit Mall Rd,9.4 km,9405,30,22,50,1663610400,19-09-2022,5 to 7pm,
Bio Diversity Junction,17.429071,78.3764762,Hi-Tech City MMTS,17.4698751,78.3851087,Madhapur Rd,10.9 km,10904,30,24,45,1663610400,19-09-2022,5 to 7pm,
Bio Diversity Junction,17.429071,78.3764762,Hi-Tech city Cyber tower,17.4507092,78.3813335,Hitech City Rd,4.4 km,4400,16,12,24,1663610400,19-09-2022,5 to 7pm,
Bio Diversity Junction,17.429071,78.3764762,Hi-Tech city Cyber tower,17.4507092,78.3813335,Hitech City Main Rd,4.2 km,4161,16,12,26,1663610400,19-09-2022,5 to 7pm,
Bio Diversity Junction,17.429071,78.3764762,Hi-Tech city Cyber tower,17.4507092,78.3813335,Gachibowli Rd/Old Mumbai Hwy and Hitech City Main Rd,5.3 km,5256,18,12,26,1663610400,19-09-2022,5 to 7pm,
Jubilee Hills Checkpost,17.430084,78.422997,Hi-Tech city Cyber tower,17.4507092,78.3813335,Rd Number 36 and Hitech City Rd,6.4 km,6383,22,16,35,1663610400,19-09-2022,5 to 7pm,
Jubilee Hills Checkpost,17.430084,78.422997,Hi-Tech city Cyber tower,17.4507092,78.3813335,Durgam Cheruvu Cable Bridge,8.2 km,8232,28,20,45,1663610400,19-09-2022,5 to 7pm,
Jubilee Hills Checkpost,17.430084,78.422997,Hi-Tech city Cyber tower,17.4507092,78.3813335,Rd Number 36 and Madhapur Rd,8.0 km,8011,28,20,45,1663610400,19-09-2022,5 to 7pm,
Forum Sujana Mall,17.4840645,78.3890165,Hi-Tech city Cyber tower,17.4507092,78.3813335,Kukatpally Housing Board - Hitech City Rd,4.8 km,4803,14,12,18,1663610400,19-09-2022,5 to 7pm,
Kothaguda X Road,17.45842,78.366142,Hi-Tech city Cyber tower,17.4507092,78.3813335,Hitech City Rd,3.5 km,3473,14,10,24,1663610400,19-09-2022,5 to 7pm,
Kothaguda X Road,17.45842,78.366142,Hi-Tech city Cyber tower,17.4507092,78.3813335,Gachibowli - Miyapur Rd and Hitech City Rd,3.3 km,3279,14,10,24,1663610400,19-09-2022,5 to 7pm,
Kothaguda X Road,17.45842,78.366142,Hi-Tech city Cyber tower,17.4507092,78.3813335,Mindspace Rd and Hitech City Main Rd,5.0 km,4991,18,12,28,1663610400,19-09-2022,5 to 7pm,
Durgam Cheruvu Metro,17.442771,78.3875143,Mind Space Junction Bus Stop,17.4392033,78.377243,Huda Techno Enclave Rd,2.1 km,2145,8,6,14,1663610400,19-09-2022,5 to 7pm,
Durgam Cheruvu Metro,17.442771,78.3875143,Mind Space Junction Bus Stop,17.4392033,78.377243,Hitech City Rd and Hitech City Main Rd,3.3 km,3271,12,7,20,1663610400,19-09-2022,5 to 7pm,
Decathlon Gachibowli ,17.4462514,78.3637803,Mind Space Junction Bus Stop,17.4392033,78.377243,Mindspace Rd,2.9 km,2943,12,8,20,1663610400,19-09-2022,5 to 7pm,
Decathlon Gachibowli ,17.4462514,78.3637803,Mind Space Junction Bus Stop,17.4392033,78.377243,Gachibowli - Miyapur Rd and Mindspace Rd,3.5 km,3527,12,9,18,1663610400,19-09-2022,5 to 7pm,
Decathlon Gachibowli ,17.4462514,78.3637803,Mind Space Junction Bus Stop,17.4392033,78.377243,Gachibowli Rd/Old Mumbai Hwy,4.4 km,4426,14,10,24,1663610400,19-09-2022,5 to 7pm,
Gopanapalli Thanda,17.4474009,78.3054143,Waverock Bus Station,17.418422,78.343454,Wipro Circle Rd and Rd Number 2,6.2 km,6191,16,12,26,1663610400,19-09-2022,5 to 7pm,
Kokapet Toll Plaza,17.4071788,78.3302563,Waverock Bus Station,17.418422,78.343454,ISB Rd,3.2 km,3226,8,6,12,1663610400,19-09-2022,5 to 7pm,
DLF Cyber City,17.4477696,78.35396,Waverock Bus Station,17.418422,78.343454,ISB Rd and Rd Number 2,4.6 km,4650,14,9,22,1663610400,19-09-2022,5 to 7pm,
Bio Diversity Junction,17.429071,78.3764762,Raidurg Metro ,17.4420795,78.3771351,Gachibowli Rd/Old Mumbai Hwy,2.5 km,2476,9,7,16,1663610400,19-09-2022,5 to 7pm,
Bio Diversity Junction,17.429071,78.3764762,Raidurg Metro ,17.4420795,78.3771351,Hitech City Main Rd,3.0 km,3026,10,7,16,1663610400,19-09-2022,5 to 7pm,
Bio Diversity Junction,17.429071,78.3764762,Raidurg Metro ,17.4420795,78.3771351,"Gachibowli Rd/Old Mumbai Hwy, Biodiversity Flyover - I and Hitech City Main Rd",3.6 km,3571,12,8,16,1663610400,19-09-2022,5 to 7pm,
Kothaguda X Road,17.45842,78.366142,Raidurg Metro ,17.4420795,78.3771351,Gachibowli - Miyapur Rd and Mindspace Rd,3.3 km,3306,12,8,16,1663610400,19-09-2022,5 to 7pm,
Hi-Tech city Cyber tower,17.4507092,78.3813335,Raidurg Metro ,17.4420795,78.3771351,Hitech City Main Rd,2.4 km,2366,9,7,16,1663610400,19-09-2022,5 to 7pm,
"DLF Rd, Gachibowli - Miyapur Rd",17.4477193,78.3634998,Raidurg Metro ,17.4420795,78.3771351,Mindspace Rd,2.4 km,2430,8,6,12,1663610400,19-09-2022,5 to 7pm,
Waverock Bus Station,17.418422,78.343454,Raidurg Metro ,17.4420795,78.3771351,ISB Rd,8.3 km,8259,22,16,35,1663610400,19-09-2022,5 to 7pm,
Waverock Bus Station,17.418422,78.343454,Raidurg Metro ,17.4420795,78.3771351,Khajaguda - Nanakramguda Rd,8.2 km,8197,24,16,35,1663610400,19-09-2022,5 to 7pm,
Waverock Bus Station,17.418422,78.343454,Raidurg Metro ,17.4420795,78.3771351,Nehru Outer Ring Rd,8.5 km,8471,24,16,40,1663610400,19-09-2022,5 to 7pm,
Bio Diversity Junction,17.429071,78.3764762,Durgam Cheruvu Metro,17.442771,78.3875143,Durgam Cheruvu Rd/Inorbit Mall Rd,4.6 km,4550,16,10,24,1663610400,19-09-2022,5 to 7pm,
Bio Diversity Junction,17.429071,78.3764762,Durgam Cheruvu Metro,17.442771,78.3875143,Vittal Rao Nagar Rd,4.6 km,4554,16,12,26,1663610400,19-09-2022,5 to 7pm,
Forum Sujana Mall,17.429071,78.3764762,Durgam Cheruvu Metro,17.442771,78.3875143,Old Mumbai Hwy,6.7 km,6740,18,14,26,1663610400,19-09-2022,5 to 7pm,
"NSL Arena Tower-1,Uppal",17.4024933,78.5464526,Uppal Metro Station,17.4000909,78.5601753,NH163 and Inner Ring Rd,2.1 km,2147,7,5,9,1663610400,19-09-2022,5 to 7pm,
"NSL Arena Tower-1,Uppal",17.4024933,78.5464526,Uppal Metro Station,17.4000909,78.5601753,RGI Stadium Rd and Inner Ring Rd,2.7 km,2674,8,6,12,1663610400,19-09-2022,5 to 7pm,
Durgam Cheruvu Metro,17.442771,78.3875143,Bio Diversity Junction,17.429071,78.3764762,Hitech City Main Rd,3.4 km,3406,8,6,12,1663230600,15-09-2022,8 to 10am,
Durgam Cheruvu Metro,17.442771,78.3875143,Bio Diversity Junction,17.429071,78.3764762,Hitech City Rd and Hitech City Main Rd,4.1 km,4145,9,6,14,1663230600,15-09-2022,8 to 10am,
Hi-Tech City MMTS,17.4698751,78.3851087,Bio Diversity Junction,17.429071,78.3764762,Kukatpally Housing Board Rd and Kukatpally Housing Board - Hitech City Rd,7.0 km,6966,16,12,20,1663230600,15-09-2022,8 to 10am,
Hi-Tech city Cyber tower,17.4507092,78.3813335,Bio Diversity Junction,17.429071,78.3764762,Hitech City Main Rd,3.4 km,3431,8,6,10,1663230600,15-09-2022,8 to 10am,
Hi-Tech city Cyber tower,17.4507092,78.3813335,Jubilee Hills Checkpost,17.430084,78.422997,Hitech City Rd and Road Number 10,7.2 km,7155,18,14,28,1663230600,15-09-2022,8 to 10am,
Hi-Tech city Cyber tower,17.4507092,78.3813335,Jubilee Hills Checkpost,17.430084,78.422997,Durgam Cheruvu Cable Bridge,8.8 km,8828,20,16,28,1663230600,15-09-2022,8 to 10am,
Hi-Tech city Cyber tower,17.4507092,78.3813335,Jubilee Hills Checkpost,17.430084,78.422997,Road Number 10,8.0 km,8036,20,14,28,1663230600,15-09-2022,8 to 10am,
Hi-Tech city Cyber tower,17.4507092,78.3813335,Forum Sujana Mall,17.4840645,78.3890165,Kukatpally Housing Board - Hitech City Rd,4.5 km,4472,10,8,14,1663230600,15-09-2022,8 to 10am,
Hi-Tech city Cyber tower,17.4507092,78.3813335,Kothaguda X Road,17.45842,78.366142,Hitech City Rd,2.5 km,2496,8,6,12,1663230600,15-09-2022,8 to 10am,
Mind Space Junction Bus Stop,17.441783,78.377021,Durgam Cheruvu Metro,17.442771,78.3875143,Hitech City Main Rd and Hitech City Rd,3.1 km,3114,8,5,14,1663230600,15-09-2022,8 to 10am,
Mind Space Junction Bus Stop,17.441783,78.377021,Durgam Cheruvu Metro,17.442771,78.3875143,Inorbit Mall Rd,3.6 km,3570,10,7,16,1663230600,15-09-2022,8 to 10am,
Mind Space Junction Bus Stop,17.441783,78.377021,Decathlon Gachibowli,17.4462514,78.3637803,Mindspace Rd,2.6 km,2561,7,5,10,1663230600,15-09-2022,8 to 10am,
DLF,17.4445758,78.3536276,Decathlon Gachibowli,17.4462514,78.3637803,Gachibowli Rd/Old Mumbai Hwy and Gachibowli - Miyapur Rd,2.8 km,2848,7,5,12,1663230600,15-09-2022,8 to 10am,
DLF,17.4445758,78.3536276,Decathlon Gachibowli,17.4462514,78.3637803,DLF Rd,3.2 km,3163,10,7,14,1663230600,15-09-2022,8 to 10am,
Waverock Bus Station,17.418422,78.343454,Gopanapalli Thanda,17.4474009,78.3054143,Rd Number 2 and Wipro Circle Rd,5.3 km,5265,12,9,20,1663230600,15-09-2022,8 to 10am,
Waverock Bus Station,17.418422,78.343454,Kokapet Toll Plaza,17.4071788,78.3302563,Rd Number 2 and ISB Rd,2.5 km,2548,6,4,9,1663230600,15-09-2022,8 to 10am,
Waverock Bus Station,17.418422,78.343454,Kokapet Toll Plaza,17.4071788,78.3302563,Rd Number 1 and ISB Rd,2.5 km,2538,6,4,9,1663230600,15-09-2022,8 to 10am,
Waverock Bus Station,17.418422,78.343454,DLF Cyber City,17.4477696,78.35396,ISB Rd,5.9 km,5899,18,12,24,1663230600,15-09-2022,8 to 10am,
Waverock Bus Station,17.418422,78.343454,DLF Cyber City,17.4477696,78.35396,Nehru Outer Ring Rd,7.6 km,7605,18,14,28,1663230600,15-09-2022,8 to 10am,
Waverock Bus Station,17.418422,78.343454,DLF Cyber City,17.4477696,78.35396,Nehru Outer Ring Rd and Gachibowli - Miyapur Rd,7.3 km,7289,20,14,28,1663230600,15-09-2022,8 to 10am,
Raidurg Metro ,17.4420795,78.3771351,Bio Diversity Junction,17.429071,78.3764762,Hitech City Main Rd,2.1 km,2066,4,3,6,1663230600,15-09-2022,8 to 10am,
Raidurg Metro ,17.4420795,78.3771351,Kothaguda X Road,17.45842,78.366142,Hitech City Main Rd and Hitech City Rd,3.1 km,3087,8,5,12,1663230600,15-09-2022,8 to 10am,
Raidurg Metro ,17.4420795,78.3771351,Kothaguda X Road,17.45842,78.366142,Hitech City Rd,3.2 km,3152,8,5,12,1663230600,15-09-2022,8 to 10am,
Raidurg Metro ,17.4420795,78.3771351,Hi-Tech city Cyber tower,17.4507092,78.3813335,Hitech City Main Rd,1.7 km,1685,6,4,8,1663230600,15-09-2022,8 to 10am,
Raidurg Metro ,17.4420795,78.3771351,"DLF Rd, Gachibowli - Miyapur Rd",17.4477193,78.3634998,Mindspace Rd,3.2 km,3179,9,7,14,1663230600,15-09-2022,8 to 10am,
Raidurg Metro ,17.4420795,78.3771351,"DLF Rd, Gachibowli - Miyapur Rd",17.4477193,78.3634998,Gachibowli - Miyapur Rd,4.2 km,4200,12,8,18,1663230600,15-09-2022,8 to 10am,
Raidurg Metro ,17.4420795,78.3771351,Waverock Bus Station,17.418422,78.343454,ISB Rd,8.9 km,8929,20,14,26,1663230600,15-09-2022,8 to 10am,
Raidurg Metro ,17.4420795,78.3771351,Waverock Bus Station,17.418422,78.343454,Narsing Nanakramguda Service Rd,10.9 km,10887,22,16,28,1663230600,15-09-2022,8 to 10am,
Raidurg Metro ,17.4420795,78.3771351,Waverock Bus Station,17.418422,78.343454,Hitech City Main Rd and Narsing Nanakramguda Service Rd,11.2 km,11211,20,16,28,1663230600,15-09-2022,8 to 10am,
Durgam Cheruvu Metro,17.442771,78.3875143,Bio Diversity Junction,17.429071,78.3764762,Hitech City Main Rd,3.4 km,3406,8,6,12,1663230600,15-09-2022,8 to 10am,
Durgam Cheruvu Metro,17.442771,78.3875143,Bio Diversity Junction,17.429071,78.3764762,Hitech City Rd and Hitech City Main Rd,4.1 km,4145,9,6,14,1663230600,15-09-2022,8 to 10am,
Uppal Metro Station,17.4000909,78.5601753,Bio Diversity Junction,17.4024933,78.5464526,NH163,1.7 km,1731,5,4,7,1663230600,15-09-2022,8 to 10am,
Bio Diversity Junction,17.429071,78.3764762,Durgam Cheruvu Metro,17.442771,78.3875143,Durgam Cheruvu Rd/Inorbit Mall Rd,4.6 km,4550,16,12,26,1663266600,15-09-2022,5 to 7pm,
Bio Diversity Junction,17.429071,78.3764762,Durgam Cheruvu Metro,17.442771,78.3875143,Vittal Rao Nagar Rd,4.6 km,4554,18,12,28,1663266600,15-09-2022,5 to 7pm,
Bio Diversity Junction,17.429071,78.3764762,Durgam Cheruvu Metro,17.442771,78.3875143,Old Mumbai Hwy,6.7 km,6740,20,14,30,1663266600,15-09-2022,5 to 7pm,
Bio Diversity Junction,17.429071,78.3764762,Hi-Tech City MMTS,17.4698751,78.3851087,Kukatpally Housing Board - Hitech City Rd and Kukatpally Housing Board Rd,8.4 km,8402,30,24,45,1663266600,15-09-2022,5 to 7pm,
Bio Diversity Junction,17.429071,78.3764762,Hi-Tech city Cyber tower,17.4507092,78.3813335,Hitech City Main Rd,4.2 km,4161,18,12,28,1663266600,15-09-2022,5 to 7pm,
Bio Diversity Junction,17.429071,78.3764762,Hi-Tech city Cyber tower,17.4507092,78.3813335,Hitech City Rd,4.4 km,4400,18,12,28,1663266600,15-09-2022,5 to 7pm,
Jubilee Hills Checkpost,17.430084,78.422997,Hi-Tech city Cyber tower,17.4507092,78.3813335,Rd Number 36 and Hitech City Rd,6.4 km,6383,26,18,40,1663266600,15-09-2022,5 to 7pm,
Jubilee Hills Checkpost,17.430084,78.422997,Hi-Tech city Cyber tower,17.4507092,78.3813335,Rd Number 45 and Hitech City Rd,7.0 km,7032,26,18,45,1663266600,15-09-2022,5 to 7pm,
Jubilee Hills Checkpost,17.430084,78.422997,Hi-Tech city Cyber tower,17.4507092,78.3813335,Durgam Cheruvu Cable Bridge,8.2 km,8232,28,20,50,1663266600,15-09-2022,5 to 7pm,
Forum Sujana Mall,17.4840645,78.3890165,Hi-Tech city Cyber tower,17.4507092,78.3813335,Kukatpally Housing Board - Hitech City Rd,4.8 km,4803,14,12,20,1663266600,15-09-2022,5 to 7pm,
Kothaguda X Road,17.45842,78.366142,Hi-Tech city Cyber tower,17.4507092,78.3813335,Hitech City Rd,3.5 km,3473,16,12,24,1663266600,15-09-2022,5 to 7pm,
Kothaguda X Road,17.45842,78.366142,Hi-Tech city Cyber tower,17.4507092,78.3813335,Gachibowli - Miyapur Rd and Hitech City Rd,3.3 km,3279,16,12,26,1663266600,15-09-2022,5 to 7pm,
Kothaguda X Road,17.45842,78.366142,Hi-Tech city Cyber tower,17.4507092,78.3813335,Mindspace Rd and Hitech City Main Rd,5.0 km,4991,20,14,30,1663266600,15-09-2022,5 to 7pm,
Durgam Cheruvu Metro,17.442771,78.3875143,Mind Space Junction Bus Stop,17.4392033,78.377243,Huda Techno Enclave Rd,2.1 km,2145,9,6,16,1663266600,15-09-2022,5 to 7pm,
Durgam Cheruvu Metro,17.442771,78.3875143,Mind Space Junction Bus Stop,17.4392033,78.377243,Hitech City Rd and Hitech City Main Rd,3.3 km,3271,14,8,22,1663266600,15-09-2022,5 to 7pm,
Decathlon Gachibowli ,17.4462514,78.3637803,Mind Space Junction Bus Stop,17.4392033,78.377243,Mindspace Rd,2.9 km,2943,14,9,20,1663266600,15-09-2022,5 to 7pm,
Decathlon Gachibowli ,17.4462514,78.3637803,Mind Space Junction Bus Stop,17.4392033,78.377243,Gachibowli - Miyapur Rd and Mindspace Rd,3.5 km,3527,14,9,20,1663266600,15-09-2022,5 to 7pm,
Decathlon Gachibowli ,17.4462514,78.3637803,Mind Space Junction Bus Stop,17.4392033,78.377243,Gachibowli Rd/Old Mumbai Hwy,4.4 km,4426,16,10,28,1663266600,15-09-2022,5 to 7pm,
Gopanapalli Thanda,17.4474009,78.3054143,Waverock Bus Station,17.418422,78.343454,Wipro Circle Rd and Rd Number 2,6.2 km,6191,18,12,28,1663266600,15-09-2022,5 to 7pm,
Kokapet Toll Plaza,17.4071788,78.3302563,Waverock Bus Station,17.418422,78.343454,ISB Rd,3.2 km,3226,9,6,14,1663266600,15-09-2022,5 to 7pm,
DLF Cyber City,17.4477696,78.35396,Waverock Bus Station,17.418422,78.343454,ISB Rd and Rd Number 2,4.6 km,4650,14,9,24,1663266600,15-09-2022,5 to 7pm,
Bio Diversity Junction,17.429071,78.3764762,Raidurg Metro ,17.4420795,78.3771351,Gachibowli Rd/Old Mumbai Hwy,2.5 km,2476,10,7,18,1663266600,15-09-2022,5 to 7pm,
Bio Diversity Junction,17.429071,78.3764762,Raidurg Metro ,17.4420795,78.3771351,Hitech City Main Rd,3.0 km,3026,12,8,18,1663266600,15-09-2022,5 to 7pm,
Bio Diversity Junction,17.429071,78.3764762,Raidurg Metro ,17.4420795,78.3771351,"Gachibowli Rd/Old Mumbai Hwy, Biodiversity Flyover - I and Hitech City Main Rd",3.6 km,3571,14,9,20,1663266600,15-09-2022,5 to 7pm,
Hi-Tech city Cyber tower,17.45842,78.366142,Raidurg Metro ,17.4420795,78.3771351,Gachibowli - Miyapur Rd and Mindspace Rd,3.3 km,3306,12,9,18,1663266600,15-09-2022,5 to 7pm,
Hi-Tech city Cyber tower,17.4507092,78.3813335,Raidurg Metro ,17.4420795,78.3771351,Hitech City Main Rd,2.4 km,2366,10,7,18,1663266600,15-09-2022,5 to 7pm,
"DLF Rd, Gachibowli - Miyapur Rd",17.4477193,78.3634998,Raidurg Metro ,17.4420795,78.3771351,Mindspace Rd,2.4 km,2430,9,7,14,1663266600,15-09-2022,5 to 7pm,
"DLF Rd, Gachibowli - Miyapur Rd",17.4477193,78.3634998,Raidurg Metro ,17.4420795,78.3771351,Mindspace Rd and Hitech City Main Rd/Kukatpally Housing Board - Hitech City Rd,2.9 km,2930,12,8,18,1663266600,15-09-2022,5 to 7pm,
Waverock Bus Station,17.418422,78.343454,Raidurg Metro ,17.4420795,78.3771351,ISB Rd,8.3 km,8259,26,18,40,1663266600,15-09-2022,5 to 7pm,
Waverock Bus Station,17.418422,78.343454,Raidurg Metro ,17.4420795,78.3771351,Khajaguda - Nanakramguda Rd,8.2 km,8197,26,18,40,1663266600,15-09-2022,5 to 7pm,
Waverock Bus Station,17.418422,78.343454,Raidurg Metro ,17.4420795,78.3771351,Nehru Outer Ring Rd,8.8 km,8771,26,20,45,1663266600,15-09-2022,5 to 7pm,
Bio Diversity Junction,17.429071,78.3764762,Durgam Cheruvu Metro,17.442771,78.3875143,Durgam Cheruvu Rd/Inorbit Mall Rd,4.6 km,4550,16,12,26,1663266600,15-09-2022,5 to 7pm,
Bio Diversity Junction,17.429071,78.3764762,Durgam Cheruvu Metro,17.442771,78.3875143,Vittal Rao Nagar Rd,4.6 km,4554,18,12,28,1663266600,15-09-2022,5 to 7pm,
Bio Diversity Junction,17.429071,78.3764762,Durgam Cheruvu Metro,17.442771,78.3875143,Old Mumbai Hwy,6.7 km,6740,20,14,30,1663266600,15-09-2022,5 to 7pm,
"NSL Arena Tower-1,Uppal",17.4024933,78.5464526,Uppal Metro Station,17.4000909,78.5601753,NH163 and Inner Ring Rd,2.1 km,2147,7,5,10,1663266600,15-09-2022,5 to 7pm,
